artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Marika Fratzeskopoulou,0.975,0.458,198007,0.371,0.0369063,0.2683,-9.708,0.04545,119.0375,0.6805,0,5,1,4,[]
Marika Kanaropoulou,0.897,0.64,197533,0.317333333,0,0.105633333,-8.556333333,0.068833333,122.1313333,0.692,0,2,1,6,['rebetiko']
Marika Ninou,0.9590625,0.5433125,199558.2813,0.35996875,0.0943428,0.225525,-13.10334375,0.062146875,121.4053125,0.73771875,1.5,7,0,32,"['entehno', 'greek swing', 'rebetiko']"
Marika Papaggika,0.9885,0.3515,211258,0.432666667,0.572503617,0.2155,-10.21966667,0.044933333,110.9615,0.463333333,0,9,1,12,[]
Marika Papagkika,0.9853,0.3397,245573.3,0.2614,0.48525576,0.19793,-13.7836,0.05072,88.1728,0.3845,0,10,1,20,[]
Marika Rossa,0.055,0.754,330000,0.739,0.871,0.109,-6.333,0.0636,128.005,0.212,13,7,1,1,"['dark techno', 'ukrainian electronic']"
Marilia Medalha,0.5445,0.441,187400,0.564,4.13E-06,0.11355,-7.316,0.03945,119.6205,0.683,39.5,7,1,2,[]
Marillion,0.1096415,0.3443,329548,0.4926,0.0815409,0.14386,-10.0726,0.04024,123.4595,0.28308,46.8,2,1,20,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'soft rock', 'symphonic rock']"
Marilyn Cooper,0.81925,0.56225,246066.75,0.43025,8.99E-05,0.56175,-13.508,0.2188,110.06275,0.646,7.75,5,1,4,[]
Marilyn Horne,0.9814,0.2684,152274.8,0.20628,0.005732,0.21108,-16.9234,0.05084,98.0658,0.071,7.2,4,1,5,"['classical mezzo-soprano', 'opera']"
Marilyn Manson,0.014734102,0.48660274,249541.8904,0.837479452,0.112909666,0.300415068,-6.695410959,0.088882192,140.1150137,0.343227397,46.09589041,9,1,146,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']"
Marilyn Martin,0.231,0.319,247347,0.335,2.55E-06,0.13,-8.157,0.0309,98.429,0.207,30,4,1,2,[]
Marilyn Mason,0.645,0.1611,195395.5,0.1311,0.698,0.137,-18.6145,0.0357,77.87,0.21285,0,4,0,4,[]
Marilyn McCoo,0.312,0.475,279587,0.556,0,0.216,-8.388,0.0321,200.033,0.917,41,6,0,1,[]
Marilyn Monroe,0.796083333,0.517916667,277906.6667,0.3605,0.00097145,0.205991667,-11.1695,0.206883333,111.1485,0.44925,9.333333333,7,1,12,"['adult standards', 'vintage hollywood']"
Marilyn Monroe & Chorus,0.85,0.625,89960,0.276,0,0.385,-8.461,0.042,123.597,0.588,12,1,1,2,[]
Marilyn Rogers,0.903,0.47325,221203.25,0.264,1.85E-06,0.1575,-11.72175,0.043575,104.89625,0.41975,9.5,0,1,4,[]
Marilyn Ross,0.8345,0.5875,85806.5,0.526,0.00721655,0.408,-8.9005,0.217,152.0755,0.7185,0,2,1,2,[]
Marina Mescheriakova,0.9675,0.3175,205126.5,0.11245,0.461215,0.178,-18.7845,0.04425,131.3495,0.19885,50.5,2,1,2,[]
Marina Papagkika,0.996,0.299,204240,0.154,0.901,0.131,-23.814,0.0606,75.647,0.256,0,6,0,2,[]
Marina Polixronopoulou,0.8605,0.48825,280300,0.41675,0.0007292,0.192225,-10.343,0.0364,127.39225,0.7505,0,0,0,8,[]
Marina Raye,0.957,0.144,510000,0.177,0.0255,0.122,-18.654,0.0414,80.122,0.189,40,4,0,2,"['healing', 'native american', 'native american flute']"
Marine Band Of The Royal Netherlands Navy,0.809842105,0.307526316,229211.5263,0.428315789,0.265363479,0.142278947,-9.047368421,0.039036842,118.1333158,0.300036842,0,5,1,19,[]
Marine Girls,0.396,0.4175,136780,0.2625,0.12145,0.182,-17.593,0.038,130.4655,0.7445,27.5,8,0,4,"['c86', 'twee pop']"
Marinella,0.8045,0.574,200833.5,0.387,4.76E-05,0.222,-11.8995,0.0447,121.629,0.6435,35.5,11,0,4,"['classic greek pop', 'entehno', 'greek pop', 'laiko']"
Marinette Fenoyer,0.990833333,0.447166667,243433.5,0.118433333,0.015524783,0.249666667,-19.10866667,0.113616667,119.2795,0.27335,0,3,1,6,[]
Marino,0.334011111,0.684185185,252772.963,0.442444444,0.014023516,0.126366667,-13.92292593,0.056607407,114.6092593,0.73937037,34.18518519,5,1,54,"['mariachi cristiano', 'shibuya-kei']"
Marino Perez,0.745,0.828,186462,0.594,0.000525,0.16,-5.647,0.0345,117.679,0.934,37,10,0,2,"['bachata', 'merengue']"
Mario,0.152921739,0.657826087,245533.8696,0.581130435,0.000120963,0.173486957,-6.982,0.125208696,110.0523913,0.585434783,55.86956522,0,1,23,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'r&b', 'rap', 'urban contemporary']"
"Mario ""El Cachorro"" Delgado",0.532,0.738,215937.6667,0.876,0,0.266966667,-2.667333333,0.078333333,122.9843333,0.829333333,49.66666667,0,1,3,"['corrido', 'corridos tumbados', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']"
Mario Abbate,0.962,0.2945,238493,0.1305,0.1533,0.1135,-15.608,0.03565,137.3785,0.209,8.5,2,1,4,['canzone napoletana']
Mario Alonso,0.970363636,0.525363636,171815.7273,0.354909091,0.431539545,0.152436364,-11.32909091,0.098409091,120.5114545,0.576181818,0,2,1,22,[]
Mario Borriello,0.982526316,0.263894737,214325.6316,0.192642105,0.087831476,0.230947368,-15.14336842,0.042726316,89.73594737,0.154605263,11.84210526,0,1,19,['italian baritone']
Mario Carlin,0.97925,0.236,190730,0.153625,0.00755325,0.28125,-17.323,0.044625,82.88875,0.1601,6.75,5,1,4,['italian tenor']
Mario Castelnuovo-Tedesco,0.965222222,0.347777778,271289.7778,0.114977778,0.568134444,0.107711111,-26.85844444,0.047366667,107.3508889,0.191244444,3.888888889,1,1,9,"['early modern classical', 'impressionism']"
Mario Domm,0.13495,0.275,241385,0.5805,9.30E-06,0.0962,-6.3125,0.04185,126.6395,0.2605,61,3,1,4,[]
Mario Filippeschi,0.9715,0.3745,234963.25,0.219075,0.01382412,0.21825,-14.08925,0.058525,91.7635,0.1965375,1.125,0,1,8,['italian tenor']
"Mario Filippeschi, Paolo Caroli, Orchestra del Teatro alla Scala di Milano, Tullio Serafin",0.963,0.504,169000,0.143,0,0.107,-15.263,0.095,74.177,0.323,4,0,1,1,[]
Mario Frosini,0.981,0.327,121840,0.0789,6.45E-05,0.51,-19.18,0.0444,74.48,0.223,0,0,1,1,[]
Mario Lanza,0.950795699,0.264645161,187818.7849,0.339053763,0.015991994,0.24186129,-10.71567742,0.038409677,100.4168495,0.272951613,1.946236559,3,1,93,"['adult standards', 'canzone napoletana', 'classical tenor', 'operatic pop']"
Mario Nascimbene,0.887,0.225,390797,0.244,0.883,0.188,-13.786,0.0318,86.803,0.104,0,7,0,2,['classic soundtrack']
Mario Ortiz Y Su Orquesta,0.697,0.706,300533,0.587,4.28E-06,0.333,-9.543,0.0361,92.536,0.929,41,7,1,2,['salsa international']
Mario Pasqualillo,0.993,0.3865,190973,0.241,0.911,0.2285,-16.1095,0.155,68.8545,0.4725,0,2,1,4,['canzone napoletana']
Mario Petri,0.9744375,0.3725625,234935.625,0.22820625,0.012331381,0.21936875,-15.447125,0.116625,101.9009375,0.22265,0.0625,0,1,16,['italian bass']
Mario Reis,0.989,0.678375,176857.375,0.346375,0.520760375,0.21925,-11.973875,0.1605125,98.018,0.828875,4,3,1,16,['velha guarda']
Mario Rossi,0.959027027,0.412603604,204879.0721,0.198361261,0.060389479,0.319831532,-18.03954054,0.154666667,111.7603694,0.271227027,0,10,1,111,[]
Mario Vazquez,0.0169,0.593,223613,0.651,0,0.141,-6.904,0.135,86.535,0.323,50,9,0,2,['urban contemporary']
Mario Winans,0.437,0.795625,258768.5,0.612375,0.000196648,0.0564,-6.457625,0.264025,148.69675,0.786375,55.125,1,0,8,"['r&b', 'urban contemporary']"
Mario Zan,0.5195,0.4975,183797.5,0.29,0.016425,0.219,-10.846,0.0357,121.6805,0.644,0,7,1,4,"['classical baritone', 'italian baritone']"
Mario Zorgniotti,0.971,0.3835,157070.25,0.2575,0.001725128,0.24275,-13.8495,0.14415,85.443,0.192125,1,5,1,4,[]
Mario de Jesús,0.372,0.464,269800,0.848,0,0.421,-5.214,0.0698,97.747,0.657,41,11,0,1,[]
Mario del Monaco,0.967666667,0.3651,197815.1667,0.229443333,0.076436002,0.30391,-17.08093333,0.065896667,91.24046667,0.248143333,0.333333333,1,1,30,"['classical tenor', 'italian tenor', 'opera']"
Marion Band$,0.385,0.714,232133,0.654,0,0.0895,-6.868,0.316,150.991,0.723,55,5,0,1,[]
Marion Bell,0.944,0.284,162427,0.192,0,0.135,-13.055,0.0421,167.63,0.325,3,10,1,2,[]
Marion Degler,0.906,0.605,46667,0.0712,0,0.189,-32.466,0.5,103.809,0.755,0,8,1,1,[]
Marion Marlowe,0.836333333,0.632333333,184008.6667,0.423666667,0,0.345,-8.737,0.082866667,122.6466667,0.590666667,8,5,1,3,[]
Marion Meadows,0.344,0.74,256227,0.581,0.013,0.118,-7.692,0.0304,99.96,0.602,49,9,0,2,"['smooth jazz', 'smooth saxophone']"
Marion Morgan,0.994,0.2215,198186.5,0.1585,0.4527,0.1215,-17.0745,0.03845,105.7835,0.056,0.5,2,1,4,[]
Marion Studholme,0.902,0.298,220400,0.0972,0.00101,0.573,-24.008,0.0507,131.991,0.0394,22,4,0,1,[]
Marion Worth,0.8618,0.5242,142266.6,0.2066,8.94E-06,0.15406,-13.3306,0.03366,96.6168,0.3952,17.6,0,1,10,[]
Marisa Fossa,0.844,0.501,275667,0.441,0.000689,0.134,-8.57,0.0272,112.811,0.502,29,2,1,2,[]
Marisa Monte,0.228,0.461,205986.5,0.505,2.64E-06,0.375,-14.2045,0.08605,121.7995,0.5665,57,2,1,4,"['bossa nova', 'mpb', 'nova mpb']"
Marisela,0.634526316,0.656666667,222502.4035,0.377052632,0.000168201,0.154368421,-14.37754386,0.034592982,126.1870351,0.56722807,46.47368421,4,1,57,"['grupera', 'latin', 'latin pop', 'ranchera']"
Mariss Jansons,0.9665,0.1846,715073,0.1835,0.8975,0.10325,-17.7345,0.0396,106.822,0.1048,29,2,1,4,"['classical performance', 'orchestral performance']"
Marissa Jaret Winokur,0.463666667,0.723,213062.3333,0.765666667,5.05E-05,0.1532,-4.881,0.168266667,135.7306667,0.667333333,41,8,1,3,"['broadway', 'hollywood', 'show tunes']"
Marissa O'Donnell,0.834,0.561,317250,0.269,0,0.258,-9.446,0.0592,137.395,0.42,47,2,1,1,[]
Marito Rivera Y Su Grupo Bravo,0.2935,0.8415,305032,0.548,0.000805,0.06845,-9.795,0.0344,97.756,0.868,37,9,1,4,['cumbia salvadorena']
Marius Rintzler,0.978,0.181,123373,0.0995,0.0066,0.0786,-22.433,0.0513,79.817,0.141,0,2,0,1,[]
Marizinha,0.255,0.666,199800,0.583,0,0.251,-12.784,0.0836,100.058,0.766,39,4,0,2,[]
Marié Digby,0.0561,0.461,221760,0.859,0,0.124,-3.18,0.0364,172.094,0.789,50,0,1,2,['lilith']
Marjane,0.598,0.276,138880,0.387,0,0.33,-10.261,0.0366,201.752,0.523,0,7,1,2,['vintage chanson']
Marjorie Hughes,0.9415,0.7835,163880,0.23,0.0005035,0.165,-13.048,0.0338,135.785,0.742,3,10,0,4,[]
Marjorie Mazia,0.995666667,0.452666667,110053.3333,0.063333333,0.942333333,0.1573,-29.539,0.047233333,143.499,0.416,0,0,1,6,[]
Marjorie Reynolds,0.911,0.556,270603,0.823,0.000242,0.694,-5.97,0.442,126.631,0.739,0,3,0,2,[]
Marjorie Thomas/Sir Geraint Evans/Richard Lewis/Elsie Morison/Owen Brannigan/Ian Wallace/John Cameron/Jeannette Sinclair/Monica Sinclair/Glyndebourne Chorus/Pro Arte Orchestra/Sir Malcolm Sargent,0.981,0.491,124867,0.311,0.0364,0.263,-16.122,0.0485,110.3,0.688,11,3,1,1,[]
"Mark ""Exit"" Goodchild",0.117,0.82,254120,0.952,0.000258,0.106,-4.778,0.0723,121.949,0.36,42,5,1,2,[]
Mark Albahary,0.995,0.609,187429,0.281,0.00546,0.24,-14.042,0.0988,120.029,0.749,0,6,1,2,[]
Mark Anthony Thompson,0.937,0.299,368840,0.149,4.04E-06,0.128,-12.913,0.0311,171.924,0.202,2,0,0,2,[]
Mark Bass,0.78675,0.5255,61396.5,0.365,0,0.787,-19.73325,0.49625,103.11775,0.4925,44.25,4,1,8,[]
Mark Battles,0.209,0.745,185487,0.741,0,0.51,-7.212,0.184,94.002,0.48,57,2,1,2,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap', 'underground hip hop']"
Mark Bennett,0.935666667,0.551333333,231111,0.223366667,0.5482,0.172566667,-17.938,0.059433333,104.6583333,0.638,32.66666667,4,1,3,[]
Mark Brown,0.852,0.383,277400,0.412,1.12E-06,0.164,-12.413,0.238,79.585,0.465,1,10,1,2,[]
Mark Cassius,0.28,0.573,176667,0.56,0,0.445,-14.697,0.105,73.747,0.68,32,5,1,1,[]
Mark Chesnutt,0.217089796,0.575306122,195435.102,0.584795918,0.000144595,0.18137551,-11.22591837,0.031797959,130.8136122,0.670285714,41.91836735,2,1,49,"['country', 'country road', 'country rock']"
Mark Collie,0.2599,0.598,193413,0.5005,0.0016805,0.09365,-10.601,0.0344,117.8845,0.482,40.5,5,1,4,['country']
Mark Curry,0.163333333,0.711666667,273718,0.847666667,0,0.382,-3.930666667,0.447,109.945,0.688,57.66666667,1,1,3,[]
Mark Dawson,0.90775,0.45575,177460,0.4765,6.88E-06,0.1128,-10.43275,0.269675,104.7045,0.47025,0,10,1,4,[]
Mark Diamond,0.928,0.45,195758,0.189,0.000843,0.104,-11.423,0.0519,66.945,0.227,61,8,1,2,['indie cafe pop']
Mark E. Smith,5.57E-05,0.259,243253,0.73,0.767,0.166,-4.856,0.0536,90.392,0.156,54,0,1,2,[]
Mark Ermler,0.819,0.393444444,187306.6667,0.170366667,0.753755556,0.120144444,-22.06088889,0.0361,105.9736667,0.445088889,28.33333333,2,1,18,[]
Mark Flanders,0.98275,0.60675,154776.5,0.30175,0.015232375,0.103575,-12.55775,0.051275,130.2855,0.48325,0,2,1,4,[]
Mark Gamble,6.56E-05,0.538,524200,0.971,0.824,0.104,-5.002,0.0373,139.998,0.191,0,9,1,1,"['deep psychobilly', 'surf punk']"
Mark Harris,0.0689,0.455,215249,0.636,0,0.108,-5.546,0.0306,136.062,0.279,39,10,1,2,"['christian alternative rock', 'christian music', 'worship']"
Mark Howard,0.112,0.689,170413,0.45,0,0.116,-10.365,0.068,106.814,0.607,29,4,1,1,"['instrumental bluegrass', 'progressive bluegrass']"
Mark Keali'i Ho'omalu,0.387,0.716,178180,0.4775,0.007743,0.08545,-11.177,0.0357,120.567,0.6705,66.5,2,1,2,['movie tunes']
Mark Knopfler,0.538182353,0.477294118,285780.4706,0.365017647,0.447788235,0.106788235,-14.032,0.0346,105.4479412,0.258411765,37.11764706,7,1,34,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']"
Mark Lambert,0.922,0.366,637733,0.297,1.43E-06,0.085,-13.848,0.0539,85.197,0.176,22,1,1,1,[]
Mark Lanegan,0.461,0.464,158867,0.487,0.493,0.085,-13.7345,0.03675,150.2515,0.3782,37.5,9,1,4,"['alternative rock', 'grunge', 'palm desert scene']"
Mark Lindsay,0.196057143,0.506285714,172148.7143,0.700142857,0.000701906,0.128785714,-7.560714286,0.036685714,112.8088571,0.730428571,31,3,1,14,['bubblegum pop']
Mark Linett,0.574769231,0.456,137145.8462,0.359076923,3.36E-05,0.113038462,-11.83015385,0.037092308,121.2265385,0.600538462,18,10,1,13,[]
Mark Mancina,0.643666667,0.236166667,206504.3333,0.244783333,0.822666667,0.1166,-19.1035,0.045416667,130.317,0.0813,46,10,0,6,"['movie tunes', 'soundtrack']"
Mark Moore,0.0143,0.617,242293,0.902,0.00528,0.292,-10.39,0.0449,114.707,0.718,35,5,1,2,[]
Mark Morrison,0.177382857,0.719571429,262529.1429,0.649714286,2.89E-06,0.199142857,-9.185142857,0.109142857,96.51671429,0.612,54.42857143,0,1,7,"['british soul', 'new jack swing']"
Mark O'Connor,0.475,0.433425,267246.75,0.46185,0.262815,0.18345,-17.26875,0.041525,118.65375,0.680775,27.25,4,1,4,"['bluegrass', 'jazz violin', 'progressive bluegrass']"
Mark Olf,0.8065,0.540166667,141126.8333,0.02725,0,0.111833333,-24.25816667,0.159083333,134.782,0.415166667,0,4,1,12,['israeli folk']
Mark Ronson,0.013589,0.6174,238904.4,0.7072,0.001375437,0.24807,-6.7066,0.08521,118.882,0.4993,70.2,0,1,10,"['dance pop', 'pop']"
Mark Saunders,0.223077778,0.628444444,283970.3333,0.769222222,0.174146444,0.211577778,-6.645666667,0.066444444,125.4287778,0.731444444,35.88888889,11,1,9,[]
Mark Schatz,0.3888,0.4318,250653.2,0.6012,0.9246,0.19736,-14.2262,0.03384,129.6016,0.8186,29,9,1,10,['instrumental bluegrass']
Mark Schultz,0.471932,0.3218,266658.8,0.4576,4.54E-05,0.11064,-7.6358,0.03236,111.7244,0.2626,38.2,6,1,10,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
Mark Souzek,0.994,0.345,105177,0.113,0.901,0.165,-24.203,0.048,68.528,0.321,63,5,1,2,[]
Mark Syers,0.6175,0.596,373818,0.395,9.10E-06,0.5095,-16.0515,0.208,135.443,0.595,24,7,1,2,[]
Mark Wills,0.287511111,0.563111111,223663.7778,0.479222222,0,0.109955556,-9.056888889,0.031144444,114.448,0.364777778,43.77777778,5,1,18,"['contemporary country', 'country', 'country road']"
Mark-Almond,0.491,0.676,178493,0.354,0.0284,0.129,-12.77,0.0369,139.091,0.607,19,4,0,2,[]
Marko Penn,0.513,0.825,168632,0.453,0,0.102,-8.17,0.0451,108.991,0.614,58,10,1,2,['cali rap']
Markos Vamvakaris,0.958425641,0.618953846,189704.2872,0.416164103,0.379475392,0.155300513,-11.11158462,0.048722564,118.6387744,0.698051282,0.025641026,9,1,195,"['bouzouki', 'entehno', 'rebetiko']"
Marky Mark And The Funky Bunch,0.111296667,0.748333333,294613.6667,0.554333333,0.328,0.074966667,-13.13666667,0.088566667,110.8213333,0.481666667,43.33333333,8,0,3,[]
Marky Markowitz,0.969,0.348,627330,0.291,0.6615,0.252,-15.8045,0.08985,193.041,0.5865,0,1,1,2,[]
Markéta Irglová,0.679,0.34,244133,0.209,0.000443,0.101,-11.869,0.0279,137.042,0.151,64,0,1,2,"['chamber folk', 'melancholia']"
Marlboro Festival Octet,0.911,0.443,266840,0.229,0.876,0.0967,-21.741,0.0377,142.336,0.453,0,7,0,2,[]
Marlboro Festival Orchestra,0.978333333,0.489,340093,0.0858,0.295066667,0.0686,-19.562,0.043833333,85.083,0.373666667,0.666666667,10,1,3,[]
Marlboro Woodwind Ensemble,0.99,0.458,384440,0.0631,0.846,0.151,-22.941,0.0387,128.586,0.16,9,3,1,2,[]
Marlena Shaw,0.42525,0.544375,300704.5,0.644625,0.00631112,0.217675,-10.272,0.0777,95.54125,0.542875,36.625,0,0,16,"['funk', 'jazz funk', 'soul', 'southern soul']"
Marlene,0.987210526,0.691052632,166662.6316,0.364473684,0.4605814,0.356842105,-12.34905263,0.057610526,103.6314737,0.866105263,0,10,1,19,"['cabaret', 'torch song', 'vintage hollywood', 'vintage schlager']"
Marlene Dietrich,0.8212,0.386,187365.4,0.16112,1.65E-05,0.48396,-17.7312,0.0704,83.8716,0.4078,18.8,7,0,10,"['cabaret', 'torch song', 'vintage hollywood', 'vintage schlager']"
Marley Marl,0.038654444,0.848777778,331836.8889,0.761222222,0.000303778,0.124533333,-8.734888889,0.286,98.36144444,0.592333333,38.11111111,1,1,9,['reggae']
Marlies Siemeling,0.956714286,0.323714286,253513.2857,0.241785714,0.07039023,0.483214286,-15.26264286,0.062807143,98.28871429,0.1484,0,4,1,14,[]
Marlo Thomas,0.8362,0.6664,176541.4,0.3438,9.56E-06,0.13148,-13.1626,0.40892,114.5754,0.656,19.6,8,1,10,[]
Marmalade,0.364787333,0.482,218831,0.564,0.031215267,0.141433333,-9.084333333,0.030833333,101.2053333,0.608666667,29,7,1,6,"['bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
Marni Nixon,0.82322,0.40482,200509.1,0.214758,0.045542374,0.246266,-15.92266,0.088328,104.65506,0.354954,27.36,10,1,50,[]
Maro Ajemian,0.98375,0.504083333,222241.0833,0.092175,0.7495,0.131625,-23.58933333,0.07025,107.50625,0.162191667,3,5,1,24,"['contemporary classical piano', 'prepared piano']"
Maroon 5,0.129490156,0.65312766,220610.0496,0.724021277,1.09E-05,0.216921277,-5.442673759,0.057736879,119.509234,0.566702128,55.43971631,1,1,141,"['pop', 'pop rock']"
Marques Houston,0.17062,0.7104,254845.4,0.5698,1.35E-06,0.12568,-5.498,0.15024,97.9926,0.5802,47.8,10,1,10,"['deep pop r&b', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']"
Marrano González,0.304,0.75,204307,0.625,2.47E-06,0.212,-8.468,0.0405,110.018,0.858,51,10,1,2,[]
Marsha Ambrosius,0.13875,0.4515,367080,0.788,0,0.139,-6.521,0.2905,76.845,0.2985,47,11,1,4,"['british soul', 'deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Marsha of Floetry,0.377,0.765,247333,0.709,0,0.345,-4.448,0.285,89.896,0.719,49,10,0,2,[]
Marshall Bartholomew,0.993,0.537,86787,0.0517,0.899,0.118,-22.535,0.197,66.854,0.421,0,9,0,2,[]
Marshall Chapman,0.332,0.523,206907,0.824,2.11E-05,0.109,-7.356,0.0494,175.302,0.969,24,11,1,2,[]
Marshall Crenshaw,0.0926,0.603,141000,0.484,0.00165,0.1,-12.79,0.0337,128.018,0.585,43,10,1,2,"['jangle pop', 'pop rock', 'power pop', 'pub rock', 'roots rock']"
Marshall Royal,0.770375,0.494875,126069.75,0.5465,0.134500497,0.2748,-8.140875,0.0698125,116.880375,0.71075,23.25,5,1,8,['jazz saxophone']
Marshmello,0.062354526,0.651605263,200365.2895,0.803105263,0.027709289,0.188689474,-3.406289474,0.074618421,127.0646316,0.378894737,67.55263158,4,1,38,"['brostep', 'pop', 'progressive electro house']"
Marta Acuna,0.0386,0.581,375973,0.519,0.00482,0.165,-11.893,0.0746,111.397,0.708,37,9,1,2,[]
Marta Krásová,0.978714286,0.324428571,292141,0.341142857,0.056536414,0.468571429,-16.00957143,0.184571429,105.3304286,0.225085714,0,7,1,7,[]
Marta Sanders,0.733,0.323,206333,0.386,0,0.0831,-7.236,0.0319,150.823,0.263,32,4,1,1,[]
Marta Sánchez,0.271855,0.804,229006.5,0.786,3.81E-06,0.096,-4.804,0.05495,109.1255,0.871,67.5,6,1,4,"['latin pop', 'spanish pop']"
Martha Argerich,0.98847619,0.347285714,236311.0476,0.038754286,0.811809524,0.081980952,-30.95414286,0.044619048,118.4248571,0.203,35.71428571,5,1,21,"['classical', 'classical performance', 'classical piano']"
Martha Lipton,0.99025,0.414,150726.375,0.1271375,0.000843025,0.124,-15.583125,0.0669375,120.170625,0.1511125,0,6,1,16,[]
Martha Munizzi,0.0687,0.435,437880,0.7855,0,0.47845,-5.5355,0.0783,95.408,0.354,38.5,7,1,4,['gospel']
Martha Mödl,0.941,0.48,116667,0.411,0,0.54,-12.637,0.0743,68.928,0.472,0,8,1,1,['classical soprano']
Martha Raye,0.992,0.326,208889,0.374,0.596,0.663,-12.16,0.0669,84.344,0.474,0,6,0,2,['swing revival']
Martha Reeves & The Vandellas,0.41804,0.5802,159974.6333,0.684166667,0.008191573,0.231806667,-7.916,0.0476,133.1603,0.8104,32.23333333,2,1,60,"['brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
Martha Schlamme,0.994,0.454,128787,0.00534,0,0.0842,-25.033,0.0477,98.353,0.624,0,5,1,2,[]
Martha Wainwright,0.4605,0.4525,198793,0.397,0,0.1036,-6.2585,0.0308,136.2375,0.3125,49.5,11,1,4,"['folk', 'singer-songwriter']"
Martha Wash,0.0672,0.729,256333,0.753,0.0145,0.0668,-7.762,0.064,118.874,0.468,37,7,1,2,"['diva house', 'vocal house']"
Marti Webb,0.805333333,0.441333333,188889,0.360333333,0.000341333,0.166666667,-13.47533333,0.0521,107.5083333,0.312666667,36,2,1,3,[]
Martik,0.143,0.74,309307,0.515,0,0.047,-12.797,0.127,155.305,0.89,37,9,0,2,['epicore']
Martika,0.310033333,0.643333333,267888.6667,0.656333333,0.000869333,0.086666667,-7.636,0.029833333,115.4756667,0.539666667,47.66666667,7,1,6,['epicore']
Martin Castillo,0.2685,0.701,172506.5,0.841,0,0.173,-2.6095,0.09255,114.899,0.9465,53.5,3,1,4,"['corrido', 'corridos tumbados', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']"
Martin Denny,0.621645389,0.502569948,154553.0155,0.371630052,0.266916479,0.165628497,-14.66090155,0.04929171,122.2556373,0.45386943,13.73056995,7,1,193,"['adult standards', 'easy listening', 'exotica', 'lounge']"
Martin Dupont,0.000549,0.443,263822,0.912,1.62E-05,0.775,-6.104,0.05,157.918,0.458,35,10,1,2,"['gothic post-punk', 'grave wave', 'minimal wave', 'neue deutsche welle', 'vintage french electronic']"
